日期,评论,评分
2016-11-07,"人们都说：“故宫是我国乃至全世界保存得最完善，历史最悠久，最宏伟的一座宫殿。”我们乘着列车来到天安门广场附近，来观赏雄伟的故宫。
　　我看见过高耸入云的高楼大厦，游览过古色古香的四合院，却从没看见过雄伟壮丽的故宫。故宫的古建筑占地面积真大啊，大得让你辨别不出方向；故宫的古建筑真多啊，多得让你眼花缭乱；故宫的古建筑真宏伟啊，宏伟得令你瞠目结舌，不由地啧啧称赞。是在人群中穿梭，加上夏日的疲劳，那一座座拔地而起的千【第一篇】律的宫殿，和身旁川流不息的游客，误以为自己还在原处。
　　我看见过现代豪华的设施，欣赏过四合院简朴的摆设，却从来没看见过故宫这样的摆设。故宫里的陈设真精致啊，那门、那屋檐、那龙椅、那……都被雕刻的美仑美奂，栩栩如生，让你对明朝木匠那巧夺天工的手艺惊叹不已。
　　这样雄伟的故宫，这样精致的陈设，虽然不能供应水、电、汽，但世人都为它别具一格的特色，而不远千里前来观赏，在这样的环境中，你似乎已经穿越时空，回到几千、几百年前，见到了古人，闻到了古人的气息。",5
2016-10-30,如果北京只能去一个地方，必推故宫。看懂了故宫，其他啥王府、名人居、四合院都能看明白。推荐携程上订票，入门非常快，否则买票排死你。可以租个讲解器，请专职导游不推荐，因为正经导游不会在这里揽活的，说得啥野史您也就乐呵乐呵。自己玩较好，能玩得透，因为需要一天时间，从神武门出来，直接上景山公园，可以俯视整个故宫。中轴线上的宫殿较多，所以我先走中线，然后去东六宫和西六宫，养心殿大修，珍宝馆值得一看，九龙壁和珍妃井都在那里。,5
2016-08-19,大多数来北京的游人，都会把故宫当作必去之处，尤其是第一次来北京的。作为一个土生土长的北京人，印象里还是小时候六一的时候爸爸带着去过一次，一晃快20年了，一天得知同样的北京土著的老公从小到大都没去过，就早早网上买好票一早就出发了。提前在网上购票很方便，直接刷身份证就可以进入，免去了排队购票的麻烦。故宫的景色还是不错的，选择春暖花开或者秋高气爽的天气去即可参观古迹又可欣赏花园美景，如果每个地方都要转到的话至少要半天的时间，还只是简单粗略的走马观花。,5
2016-09-25,故宫庄严，历史的沉淀。就是故宫里面展示的物品较少。好多地方都拦起来了。只能通过窗户看看里面。感觉有点遗憾。记得以前去的时候物品展示还要多。,5
2018-06-12,几年前来过故宫，这次特意带父母来。提前10天在携程网络购票。早上到天安门城楼要等到8:30开门，于是从旁边的景山公园往北出去到午门，已有人在等候，不时见故官工作人员入场及附近武警出入。8点加入排队的队伍，8:30开始入场很快进入，约开门一小时后故宫就显得拥挤了。从中轴线往北游览，两侧景点除钟表馆很少去，到御花园至北门又折返回侧边景点，11点离开。因为脚力限制一开始就计划半天时间。出了故宫直奔景山一今园继续游览了。总体而言门票不贵，景点够太，值得一观。,5
2018-02-19,春节期间人比较多，但是不会太多影响个人的参观，排队耽误一点时间而已。租了电子讲解器，边走边介绍，历史的记忆随着路过的红墙绿瓦，再一次映入眼帘。孩子即将步入小学，大部分可能不懂，但是故宫磅礴的气势所带来的震撼，相信她一定能感受的到。,5
2017-04-04,故宫必定是旅游北京的第一站又名紫禁城是明清皇宫所在迄今世界最大保留完整的木质建筑群乾清门以南称为前朝（太和殿中和殿及保和殿）为皇帝行使权利及举行盛典之地乾清门以北称为内廷（乾清宫承泰殿及坤宁宫）为皇帝家眷生活的区域加上东西各六宫合称三宫六院）来一趟故宫除了见証历史书本上的人事物外近年来宫廷剧的盛行也加深对故宫重重的好奇不虚此行期待再来,5
2016-10-11,祖国的首都，一定要去看看，故宫让我很震撼，满满的到处都是历史的见证，人很多，建议选择淡季的时候去，非常值得一去，收获很多,5
2018-02-25,个人觉得还是不错的，是十一的时候去的，人比较多，排队也排了很久，还好提前在网上把票订了。故宫很大，景点很多，虽然经过了修缮，依然有种历史的感觉在里面，可以的话，这种景点还是应该去看看的。这次去的比较匆忙，下次有机会还会再去看看的,5
2016-10-19,春夏秋冬正午黄昏晴朗细雨都值得去细细品味，不同的景色，带入进不同的历史故事中。建议不要随着人潮走马观花，可以在夕阳西下时，细细观赏每一处的小细节。附故宫角楼和护城河一张,5
2018-07-02,故宫很大，人很多，从小到大有意无意的看了很多清宫剧，真正进入故宫还是头一次。故宫给人的感觉还是直观的磅礴，与南方的园林不同，故宫不是秀丽，而是宏伟，从午门一直到乾清宫没有一棵树，几个大宫殿，几个大广场，站在较高处遥望，故宫虽经明清两朝24位皇帝，至今600年风雨，黄琉璃瓦顶依旧是金碧辉煌，给人的震撼依旧。在故宫游玩，最好是跟团，也可以花20块钱租用故宫的讲解器，如果只是逛，不听一下讲解是真真没有什么意思的。讲解器在午门，太和殿都有租用的，讲解的挺仔细，每到一处殿门口或者院落都会给予相应的介绍。故宫实在是太大了，走马观花也得半天。如果不赶时间，带上相机，带上讲解器，走遍故宫的每一处，拍一下那些精美的锁具与脊兽，听一下几百年来故宫的故事，在北京城中也是难得的自在。,5
2018-04-06,故宫第二次去，故宫很干净，秩序井然，就是讲解器需要改进播放，还没明白如何使用，就开始讲解，而且不能重复讲解，存包服务免费很好，而且送到出口，就是存包的指示标识不明显，总的说很开心。,5
2017-12-27,第二次来故宫了，上次是十多年前，还是小时候的样子，有些宫殿很老旧了，御花园还是记忆里的样子，主要转了西六宫，皇后娘娘的坤宁宫和华妃的翊坤宫都转了转，天气虽冷，但阳光好，看着城楼上排排站着的鸽子，感觉很古朴，历史的韵味！,5
2016-12-22,现在是淡季，门票才40，并且人也没有那么多。大帝都对我也挺照顾，去故宫的时候空气质量是优哈哈。所以我拍到的是蓝天白云色彩艳丽的故宫。故宫的重头戏乾清宫之类的大殿都在中轴上，赶时间的话，直接南门进，一直往北走就行。像我这种有空闲的散户，可以兜兜转转一整天，去个钟表馆珍宝馆和后宫～发现点一个人的故宫。（图三：来自钟表机械人偶和善的围笑：）哈哈,5
2016-11-01,要想玩得好，早去，开门就去。下面是游览故宫的全程。先沿着故宫的中轴线依次参观内金水桥、前朝三大殿、后三宫、御花园，参观完御花园，通过御花园左侧的门进入西六宫，依次参观，养心殿；然后参观慈宁宫。出内右门回到乾清门广场，东行进入内左门，依次参观东六宫，参观完东六宫可沿东长安街再回到乾清门广场，向东穿过景运门先参观奉先殿里的钟表馆单独收费十元；然后进入锡庆门，参观九龙壁、皇极殿、珍宝馆、宁寿宫、扮戏楼、畅音阁、养性殿、乾隆花园、珍妃井，最后出贞顺门，西行出神武门离开故宫，参观角楼。,5
2015-10-07,"个人参观攻略：1、网上订上午票，7:30前到午门。持身份证直接入园。
2.带上午餐、水、便携小橙子。
3.馆内看青明上河图依然排队半小时以上，只看3分钟。
4.武英殿共三个馆……细看2~3小时。
5.等待、参观需要耐心和体力[呲牙][呲牙][呲牙]",5
2015-08-15,"故宫：旧称紫明清两个朝代二十四位皇帝的皇宫，占地面积72万平方米，建筑面积约15万平方米，现存规模最大的宫殿型建筑。其恢弘的气势，令人目不暇接的文物令人咋舌。
虽然游览故宫超多人，但进入故宫十分方便。只要凭身份证号上携程网或故宫官网订票，到故宫拿身份证一刷就可进去，不用另行拿票。没身份证的拿户口本也行。门口有讲解器出租，二十元一个，免租，讲解十分详细，大到宫殿，小到文物，都有讲解",5
2018-02-20,早上起不来，慢慢吞吞9点半才到天安门东，坐的地铁，去天安门就已经限流了，人真的是超级多，好在安保措施真的好，很有秩序，半小时后进入了故宫博物院，直到四点才从神武门出来。很满意，很充实！值得去！！！,5
2019-02-18,故宫收藏的文物珍宝，是举世闻名的文化资产，从帝王收藏到全民共有，传承有序的国立故宫博物院典藏，其收藏品的年代几乎囊括了整个中华文化五千余年未曾中断的历史，在世界文明史上独一无二。博物院内60多万件收藏品中，大多数是昔日中国皇室的收集品，皇室的收藏则始自1000多年前的宋朝。,4
2018-03-20,"故宫占地很大,所以我想介绍一下故宫的布局。故宫宫殿是沿着一条南北 向中轴线排列的, 三大殿、 后三宫、 御花园都位于这条中轴线上, 并向两旁展开, 南北取直, 左右对称。 在中轴宫殿两旁, 还对称分布着许多殿宇, 也都宏伟华丽。 这些宫殿可分为外朝和内廷两大部分。外朝以太和、中和、保和三大殿为中心, 文华、 武英殿为两翼。 内廷以乾清宫、 交泰殿、 坤宁宫为中心, 东西六宫为两翼, 布局严谨有序。
关于故宫的三殿,我不得不提的是太和殿,俗称“金銮殿” ,它是紫禁城 宫殿之中最大的一座,长宽比例 9:5,寓意“九五之尊” 。太和殿的匾额是“建 极绥猷”匾, 为乾隆皇帝御笔, 殿中间是封建皇权的象征——金漆雕龙宝座, 看 上去真的很有威严。 殿前设有广场, 可容纳上万人朝拜庆贺, 这也使整个宫殿的 气势更加恢宏。太和殿是皇帝举行重大典礼的地方,即皇帝即位、生日、婚礼、 元旦等都在这里庆祝。
坤宁宫在故宫“内庭”最后面。坤宁宫是明朝皇后寝宫，两头有暖阁。清代改为祭神场所，雍正后，西暖阁为萨满的祭祀地。其中东暖阁为皇帝大婚的洞房，康熙、同治、光绪三帝，均在此举行婚礼。坤宁宫和乾清宫距离之近充分体现出了古代皇后的地位之高，等级分明。
故宫有四个门，其中后门是“神武门”，明朝时为“玄武门”，玄武为古代四神兽之一，清康熙年间因避讳改称“神武门”。神武门是宫内日常出入的门禁。现神武门为故宫博物院正门，也正是我们进入故宫的门。期间我看到了大门前有两个铁缸，开始在想是干什么用的，后来才知道是防火的，里面盛满了水。冬季为防止缸内的水结冰，还在四周垫上棉被，下面用炭火烧烤。由此也看到了古代人防患的意识。由于故宫很大，可以相当于一个小城镇了，所以要都参观过来需要半天的时间，但是从此也看出古代皇帝的家族之庞大，真的和现在我们的生活状况大相径庭，有玩有办公有举行庆典有居住有修养甚至有“冷宫”，如此的齐全，充分体现皇族的地位，再到每一处的建筑寓意等等，让我又深刻体会到了古代皇权的至尊威严，皇帝乃天子的九五之尊。。偌大的故宫，建筑的形态，恢弘的气势也让人感叹古代劳动人民的无限创造力，真正体味到什么是智慧的结晶。",5
2017-10-04,携程上订的票，出发的时候已经将近下午三点了，生怕到了闭馆时间，一路狂奔。赶到已是四点左右，庆幸的是顺利取到了票，进宫参观。而且这时候人流量也少下来了，反倒是个参观的好时机。虽然开放的区域不算多，但给人的感觉还是蛮震撼的，个人感觉是北京最吸引人的一个景点了，尤其是带小孩子去的，很值得一去。,5
2017-08-20,故宫应该算是北京最有特色的一个景点。曾经的紫禁城，明代和清代两朝的皇宫。里面的建筑和布局很有皇城气息。我觉得故宫的精髓反而在他收藏的那些文物。钟表馆和珍宝馆是一定要去的地方。其中的钟表馆，最好能够听人解说。第一次去的时候还赶上志愿讲解。这次暑假去的时候发现取消了，可能是因为里面人太多的缘故。如果不听人讲解的话，至少失去3/4的趣味性。还有原来的一些字画文物展出基本暑假都不开放。可惜了…前面三张是暑假的人山人海。后面的照片是人少的时候的照片！,5
2017-01-29,国人北京游的第一景点。到北京一定要去走走。慢慢走两三个钟可以走完。其实不用租讲解器。一般手机的导航都有景点讲解。珍宝馆值得走一走。多十块门票。走之前一定要先上天安门城楼。不然绕回来。因为故宫现在是天安门进，然后门出。,5
2018-02-12,天安门进 东华门出 出门100 米就是有名的四季民福的烤鸭店 非常有名 图三的贝勒烤肉不建议 羊肉没有西北的好吃 有点膻味 再往前就是王府井大街 里面有条王府井小吃街 大家就不要去了 可以去amp里面有很多好吃的东西,5
2017-10-07,今年的十一是领着妈妈去北京玩。故宫是首要任务必须去。去看看古时候皇帝住的地方是什么样的。当我们踏入故宫里。只能用金碧辉煌，奢侈，大来形容这个历经几百年还保持着这么美的地方。很棒的，很值得去的地方,5
2018-02-24,故宫的门票40元一张，真是亲民价，网上买票很方便，不用取票换票，直接用身份证进入故宫。故宫博物院让人震撼，建筑雄伟壮观，感叹在明朝时期就能建造出这么雄伟壮观的宫殿。,5
2019-03-05,"故宫又名紫禁城，是中国乃至世界上保存很完整，规模很大的木质结构古建筑群，被誉为“世界五大宫之首”。从这个门走到那个门，从这个宫穿到那个宫，故宫很多地方都是刚刚被刷上新漆的，颜色对比很热烈，一直走到“后宫”才有了破败的样子。皇后和嫔妃们的住所，其实没多大差别，都不过是一坐一卧的方寸地，争来争去的，不过是这里多摆一个大有来历的花瓶，那里又多镶一块翡翠珠玉罢了。
2个小时的参观完全不够，但对到此一游的人来说已经有点视觉疲劳，看出去的景都差不多。",5
2019-03-03,故宫，没什么好介绍的，除了刚出生的小孩，我感觉世人没有不知道故宫吧。故宫位于中国伟大的首都北京的市中心，象征着权利和文化以及政治。曾经是皇帝的老家。故宫珍藏着数不清的历史文物，是全中国珍贵历史文物的珍藏馆。来北京没有不去故宫一游的。,5
2019-02-28,"淡季40块的门票很良心，加上珍宝馆钟表馆，一共去了两次花了100块也没把所有展览都看完。
单院长管理下的故宫真的太与众不同，和十多年前相比，开放面积大大增加，真的让人有了“博物院”的感觉。
城墙也向游客开放了，可以从午门上去一直到宣武门，冬日晴天走一圈，感觉特别好，角楼和东华门也都有展览",5
2019-02-24,"8年前来过，那时故宫开放的还不多，这几年，故宫俨然成为大热的文化ip。故地重游，一番新面貌。
提前网上预约，每天8万张票，提前一周开放。进门很方便，身份证即可入园。从午面进入，神武门出，可以逛上大半天。比起之前，东西六宫新开了好多，每个景点都有详细的介绍讲解牌，真是方便不少。
整个景点都很干净，春节人很多，但都井然有序。
看到了延禧宫，出乎意料的西式建筑，虽与故宫其他宫比有点格格不入，但也突显他的特别。有点可惜永寿宫和钟粹宫在修没看到。慈宁宫人太多了。漱芳斋没找到。希望下次可以看到更多宫。",5
2019-02-23,故宫是百去不厌的地方，今年更是趣味无限。午门和神武门可以上城楼参观，还有宫中过大年主题活动，让我们更近距离接触到以前紫禁城里是如何过春节的，特别里面增加了许多有故宫特色的小纪念品，很喜欢。票价也多少年不变，并且讲解器连押金都不收，实在美的不要不要的！,5
2019-02-23,故宫实在令人震撼！！真心值得去的地方！值得花一整天的时间閒晃在其中，慢慢欣赏和体会這几百年历史古碛！多少人生和死在其中！多少美丽与忧愁啊！其实根本不用太多攻略，就慢慢体会。租个講解器就可以了！可惜建築內不能近看，也不能參观！,5
2019-02-22,故宫，全世界最大的历史建筑群，三百多岁的历史，去的时候正逢一场大雪之后，红墙黄瓦，甚是庄严、壮观、典雅、美丽……过年期间开放午门城楼，展示皇家过年的风俗礼仪~难得能登楼俯瞰，甚幸！天很冷，人很多，景色很美，走进故宫，看历史，顾今朝~,5
2019-02-20,"周一周四的两场大雪，把整个京城装点的分外妖娆，大雪覆盖下的故宫更加显得庄严肃穆，无论是从午门看太和殿，还是回看内金水河，都别有一番意味。
而在周四的漫天飞雪中，点点漂落的雪花，与红墙黄瓦形成别致的对比，给人无限暇思和畅想。",5
2019-02-18,17年3月和同事到北京出差，利用空余时间兜了故宫。乍暖还寒的时候，天空蓝的清澈透明，朵朵白云飘在故宫的红墙白瓦之上，似也在彰显着紫禁城的恢弘大气。中华历史因厚重而迷人。自明朝永乐皇帝建都北京后建成的故宫，虽几经风雨，依然保存的如此完好，是中国人民的骄傲。有国外媒体如此评价最近大火的电影“流浪地球”：只有拥有五千年历史的国家才能拟出2500年的人类计划。是的，我们拥有的每一段历史都值得我们自豪。,5
2019-02-14,"2019/2/14，天气预报有雪。整装开往故宫，观赏故宫雪。
出了天安门东站，天空飘起雪花，通过安检后，
先上午门，到角楼，已是一地雪。午门的城楼里有春节习俗介绍和展览。
然后沿中轴线走三大殿，慈宁宫内是雕塑展，汉隋唐陶俑展。坤宁宫，到了御花园，一阵风雪交加，飘起鹅毛大雪。
出神武门往沙滩方向，有拍摄角楼的最佳点。
非常难得的故宫雪景！",5
2019-02-03,十点多进故宫，下午四点半才出来，还是没看完。故宫要以什么眼光去看待，仅仅是看看房子，走一条中轴线，走马观花，那是很无趣的。走过每一个殿和房子，通晓了解背后的故事，功能用途，哪位皇帝住过，历史上发生过哪些故事，那才是有趣的。,5
2019-01-04,"去故宫必须选一个谈季，必须一个人，必须在里面好好转，终于有了一个机会，在参加一个年会结束后，我一个人来到了故宫。

运气不错，天气真心好，而且一点也不冷，故宫内游客不多，我转了四个半小时，居然连西宫还没转到，因为时间原因，不得不匆匆离去。

篮天白云，红墙灰瓦，这座宏伟宫殿珍藏着的故事，翻转着久远的历史，唯有亲临现场，方感荡气回肠。",5
2018-12-31,"到故宫，不得不说说紫禁城的中心，太和殿。
故宫太和殿屋顶角上的装饰神兽有十个，重脊前为骑凤仙人，其后依次为龙、凤、狮子、海马、天马、狎鱼、狻猊、獬豸、斗牛、行什。《大清会典》中对此有明确规定。装饰物越多，建筑等级越高。
龙，是传说中一种能兴云作雨的神异动物，是皇权的象征；凤，古代传说中的鸟中之王，是吉瑞之象，比喻有圣德之人；狮子，代表勇猛威严，群兽慑服；天马、海马是吉祥的化身，象征着皇家的威德能通天入海，畅达四方；狡猊是传说中能食虎豹的猛兽；狎鱼是海中异兽，传说是驾云降雨，灭火防灾的能手；獬豸是传说中能辨别是非曲直的一种独角猛兽，是正大光明、脊兽 清平公正的象征；斗牛也称蚪牛，是龙的一种，可除祸灭灾；行什是带着翅膀的猴面人像，是压尾兽。",5
2018-12-30,"印象最深的是故宫的狮子。
它是百兽之王，它也是龙的儿子。它就是镇守故宫的狮子。
相传东汉时期，西域大月氏国把一头金毛狮子作为礼物进贡给汉朝皇帝，后来狮子又随着佛教的传入，成为一种被赋予神力的灵兽。
太和门前那对狮子头上为什么烫了四十五个疙瘩的发型？代表的是九五至尊，五九四十五。",5
2018-12-19,"由于苏州距离北京较远，不太可能买很多书，我和女儿一个摊一个摊的逛过，最后看见一本1992年中国国际广播出版社的《故宫便览》，虽然出版年代距离现在也就是20年，但是，这二十年祖国的变化是以“腾飞”速度来计算的。
这本105页的书，当年定价是3元钱，现在恐怕已经买不到定价3元的书了，其中彩色插页有15页，西南角楼、午门正面、午门侧面、太和门、太和殿前云龙石雕、太和殿、太和殿内景、中和殿及保和殿、中和殿内景、乾清门、乾清宫前的鎏金香炉、乾清宫前东侧的江山社稷金殿、乾清宫、乾清宫内景、坤宁宫东暖阁皇帝大婚洞房、千秋亭、堆秀山、养性斋、储",5
2018-10-30,故宫实在是无法回避，老外朋友来，只去北京一个地方，也得去这儿。故宫不仅有建筑，更有宝物。所以到故宫，珍宝馆还是要努力去走一圈的，以增加被“造物”撼动的力度。这次再走，迷上了这件“金嵌珍珠天球仪”。天球仪或“浑天仪”古已有之，但像清宫造这等工艺繁复奇巧的金器，实是造物艺术形制上的登峰造极，可直接列入濒危了。,5
2018-10-08,"超级喜欢故宫。人文环境很好。故宫需要提前网上订票，8万限流真的是明智的举措，地方大不会显得拥挤。
故宫从午门进，神武门出，单向参观。里面珍宝馆和钟表馆需要另外买票。可以自己租讲解器也可以蹭导游。当然边上的讲解牌上基本信息解释的也很清楚。
最喜欢文创产品，每样都好想买。进门那家店信号实在差，没法微信支付宝。就是没搞清叫故宫商店的是不是也是正品，因为有些商品不是每家店都有，好几家文创产品馆都只有牌子却关门。
走上大殿台阶或是坐在天台休息，你就会明白为什么当年人人都想要至高无上的地位。感觉真的很好๑乛◡乛๑",5
2018-08-31,昔日的红墙绿瓦，成了今人怀念过去的地方;昔日的皇家圣地，也成了今日的旅游胜地;地上、墙上的满目疮痍，仿佛在诉说着明清王朝的衰败;大殿内的金碧辉煌，仿佛在诉说着明清王朝的昔日盛世。站在景山上鸟瞰故宫，我仿佛感觉到当年明成祖的雄姿英发和他磅礴的气势,5
2018-06-28,虽然故宫限制人数了，但是人还是非常多，没办法，除了星期一闭馆每天都是这样。这次去，还赶上了有外宾参观，整条中轴线和西边的宫殿都封上了，把几万游客都往东边赶，足足等了一个小时才解封。很多人都有怨言，我们买了门票，不让参观，也不提前告知，这是咱中国人的地盘，就为了一个不知道是哪里的外宾参观，枉顾消费者的利益，在故宫这样的地方，我作为一名中国人，很失望！！,2
2018-03-13,故宫博物院大概是全国景点门票的“标杆”了，性价比算是最高的。旺季60，淡季40，老人60岁以上半价。而且作为看门人的单院长承诺不涨价！赞！！故宫是一个需要慢慢走慢慢看的地方，每一次去都会有不同的发现。,5
2018-02-26,故宫，到北京的必去之地，国庆的时候去的，因为知道国庆假日前几天人特多，所以选择国庆尾声的时候才去，但没想到人还是很多。参观故宫有不少路线，我们选择了左侧的路线走，因为中间这路线人太多了。里面有许多房间，怪自己没有好好预习，只能看看建筑，并不能了解在这故宫里，几百年前，到底发生了什么。只能大概的感叹到这一道道城墙困住多少想出去的嫔妃，又阻挡了多少想进来的平民,5
2018-02-20,故宫旧称紫禁城。建于永乐十八年，是明、清两代的皇宫，世界现存最大、最完整的木质结构的古建筑群。 故宫全部 建筑由“前朝”与“内廷”两部分组成，四周有城墙围绕。四面由筒子河环抱。城四角有角楼。四面各有一门，正南是午门，为故宫的正门。据导游介绍，要想看完古宫的全部那是不可能的！从一个孩子出生计算到26天左右才能走完一圈，我们是走马观花花了三个小时，大概走了一圈，其实太庞大了。由于时间限制没全看到！看图吧！,5
2018-02-20,故宫很大很美，但节假日人太多了，一定不能挑人满为患的时候去，有买不到门票的风险还玩的不尽兴。年三十去的，开放半天，12点后闭馆，提前网上购票，到的有点晚，逛了一个半小时。有朋友年初三去，连第二天的票都已售空。,5
2018-02-20,大年初三，提前10天在网上购买的票，8万人撑足一个大故宫，首汽约车将我们在天安门放下，进天安门广场地区安检排队、进故宫午门排队，很多人买不到票也要进去被拦下来劝走非常耽误正常的入场次序。珍宝馆和钟表馆开放，前胸贴后背的参观模式！由于一早8点排队在午门里购买到专业讲解员，于是8点25分开始跟讲解走，中轴线都是人寸步难行，到下午三点从神武门出，期间故宫的各类商店若干，价格不贵，有中意的赶紧买下来，不是每个商店都有想要的商品款式，价格倒是都一样的！除了人多，还是人多，各类文物只能拍照下来回头自己慢慢欣赏吧,5
2018-02-19,六年前去过，那时中轴线上的几个大殿还可以进去参观，这次只能看外景了，很多人都挤在门口远远的拍下里面。今天专门去看金银器、玉器，因为六年前，这些文物给我留下深刻的印象，惊叹不已，但是今天只看到了青铜器和瓷器，展览金银器的景阳宫和钟粹宫不知道为什么关闭了。好的是比六年前多了城墙和角楼的参观单向通道，从午门上去，还可以从高处俯视。角楼内的动画和样式雷的展览做的很好，惊叹古人的智慧和手艺以及严谨的态度棒极了，还有介绍国宝守护人单士元老先生，致敬！,3
2018-02-18,刷身份证进去还是很快捷的，携程上购买电子票务必提前2天哦，使用当天14:00前可免费取消。当然故宫官网也是可以预定的。初三去故宫，已经不可以从天安门入内了，得绕上几公里的路从侧面进，超级不方便。故宫也算便民，提供了2元代步车。节假日还是不要凑热闹了，到处都是人，严重影响体验度。,5
2018-02-17,"穿过天安门城楼就是故宫，无论什么时候，故宫的游客都是很多，建议不要节假日去。为了节省时间，我直接在美团订了故宫的上午场门票，安检时直接刷身份证就可以进入。
       通常游玩故宫的会根据故宫独特的中轴线设计，逐层进入，适当进两边游览，大概至少半天。当初的“紫禁城”作为皇城有8000多个大大小小的房间，再配以黄瓦、红墙、金饰、白石构成的建筑群。
        以太和殿、中和殿、保和殿三大殿为中心，另外还有乾清宫、交泰殿、坤宁宫和最北边的御花园、东西六宫，文渊阁、军机处、钟表馆等建筑。",5
2017-11-23,11.12出行。故宫去过好几次了，这次是为了赏秋，位于西南角的武英殿背后的一条路上面有一片银杏林，这个时候去银杏开得正好，落了满地的黄叶，阳光斜斜地穿透银杏叶照射下来，衬着背后朱红的城墙，非常好看，而且这个角落人又不多，非常舒服惬意。之后又去逛了下寿康宫那边的菊花展，再穿过中轴线，逛到东六宫，最后去御花园。故宫实在太大了，感觉很多地方还没逛到，人也是一年四季都这么多，下次再去就是春暖花开之时了吧,5
2017-10-01,"北京故宫，名副其实的五大宫之首。（凡尔赛宫、白金汉宫、白宫、克里姆林宫）以前看，走马观花。近年每次去北京都会去故宫，按东中西慢慢走，细细看。在72万平方米，9999间半的“殿宇之海”古建筑里穿越800年看前朝太和、中和、保和殿；看内廷乾清宫、交泰殿、坤宁宫；东西六宫的布局。看到古代设计者和能工巧匠们聪明智慧、卓越成就。宏伟大气、精巧玲珑的宫城、角楼、无数的文物国宝。
故宫的大大小小的三交六苑菱花、双交四苑菱花、斜方格、正方格、轱辘钱、步步锦等式样窗户窗花，错综复杂的图案竟然蕴藏丰富的寓意，让你发现故宫的神秘与精彩。",5
2017-09-28,故宫，以前叫紫禁城，现在叫故宫博物院。我是一个普通的工作日上午去的，人不多，也有一些旅游团。天气很好，万里无云，紫禁城在阳光的映衬下显得格外美丽。故宫门票60，钟表馆和珍宝馆各10元，性价比非常高，可以了解历史，学到很多知识，一定要去看。如果赶时间的话可以沿中轴线参观，那是最快的，如果有时间细细浏览的话，就已中轴线为起点，像东西两侧发散就可以了。总之，故宫真是太美了。,5
2017-08-19,8月中旬，人太多，当天8万人游故宫(满限额)，里面很多主殿都围起来不给进去，只能在外面观看，珍宝殿展出的宝贝太少，亮眼的不多，里面消费贵，一支脉动6元，矿泉水4元，一个快餐盘饭45~50，袋装汉堡10元，冰棍5-10元/条，便宜的算600毫升芬达汽水了5元/瓶。整体5小时加吃饭，也是走马观花，并且累。,3
2017-07-14,故宫真是不去遗憾一辈子，去了立刻就后悔的地方。每天都是人山人海，想找个地方拍个单独的好照片就是妄想。很多地方就没有对外开放因而不能进去或者只能在隔离带外远观。而且所有的建筑都是很老久破烂了，真不知道每天收了那么多钱为什么不好好的维修一下。另外强烈建议不要夏天去，真是把人热得怀疑人生。,3
2017-07-12,当我从天安门入口进入故宫的时候，仿佛自己“穿越”了一样，因为以前都是在电视上或者电影里面看到古老的建筑现在自己也可以亲自进入到这美丽古老的“城堡”里即使☀很大，也挡不住我观看古老的建筑。从入口到出口我用了5个小时因为里面真的太美了还没有看够希望下次有机会再去。再见了故宫！,5
2017-05-29,游北京必去景点，从很多角度都有不同的感受，轻说两点：柳枝轻抚的护城河和高高的城墙，从一扇扇高大的城门进入，从青砖绿瓦的细致到金碧辉煌的宫殿，无不彰显出古代中国的富足昌盛，也能感受到作为古代大国的肃穆与威严。然而，又从女性角度去感受一下那四方的天，感受一下一入宫门深似海的无奈！对比我们现在的生活，女性地位的提高，平等自由是何等的可贵！如我妈妈所说，以前皇后娘娘的生活也不如现在平民百姓的我们这般幸福。,5
2017-03-04,"值得一看，毕竟是皇家，世界名胜。门票很便宜淡季40元，旺季60元。
遗憾的是所有正殿不给进入，也能理解，有些东西可是古董啊，全部放行还得了！！！
路线是南进北出（天安门进，出来就是景山公园）千万不要北进，别听他人瞎忽悠。
男人们，进皇城要上交打火机，出皇城右手边可以免费领取，得快，否则就被那些2逼们一把抓了。
没去过的推荐去看看！",5
2016-06-11,学生票的话真的好便宜，选择了高考的日子来，上午人流比较少，天气也凉爽，如果仔细每个景点都看4个小时勉强够，门口的自动讲解机不太好用，如果讲解机不出声就会很浪费时间。故宫还是恢弘大气，只是东西六宫都没有全部开放，有点小失望，不过总的来说体验不错。,4
2016-05-31,行程最后一天到达故宫，紫禁城真心大，导游说一个小孩刚刚出生，如果一天住一间故宫的房子，全部住完小孩27岁，可想而知封建社会多么的剥削，和以前一比较现在的贪官都不是事，建议去租个讲解器，不像博物馆的那种，这个走到哪里自己会讲，博物馆的那种需要手动去输入编号，和上海科技馆那种差不多,5
2016-05-30,大到让人瞠目结舌，不禁感叹：封建社会统治者多么骄奢，但是他们如何也想不到他们死后会有这么多平民百姓到他们家来溜达吧！里面的寿康宫和慈宁宫都开放了，军机处也可以参观，我老婆是外国人，刚开始还说没有传闻中那么大，到最后在里面已经走不动了，难怪古代嫔妃们流连各宫之间还要坐轿子呢！,5
